devicename,sensor,deviceid,value,dbtimestamp
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T16:12:43.9336380
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T16:12:43.9303160
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T16:12:43.9269700
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:12:43.9232250
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T16:12:43.9167260
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:12:43.9133570
NDS011,7 in 1 Soil Sensor Moisture,12,29.1,2024-07-30T16:12:43.9082550
NDS011,SCD41 Humidity,12,95.536736,2024-07-30T16:12:43.0520480
NDS011,SCD41 Temperature,12,28.73312,2024-07-30T16:12:43.0423350
NDS011,SCD41 CO2,12,461,2024-07-30T16:12:43.0369710
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T16:12:12.3491570
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T16:12:12.3438020
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:12:12.3345660
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:12:12.3299540
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T16:12:12.3199210
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:12:12.3151380
NDS011,7 in 1 Soil Sensor Moisture,12,29.1,2024-07-30T16:12:12.3051290
NDS011,SCD41 Humidity,12,95.51537,2024-07-30T16:12:11.4815380
NDS011,SCD41 Temperature,12,28.73846,2024-07-30T16:12:11.4767940
NDS011,SCD41 CO2,12,460,2024-07-30T16:12:11.4671300
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T16:11:40.7069730
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T16:11:40.7033480
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T16:11:40.6997630
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:11:40.6958410
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T16:11:40.6879290
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:11:40.6837330
NDS011,7 in 1 Soil Sensor Moisture,12,27.5,2024-07-30T16:11:40.6730980
NDS011,SCD41 Humidity,12,95.344475,2024-07-30T16:11:39.9574290
NDS011,SCD41 Temperature,12,28.754482,2024-07-30T16:11:39.9529310
NDS011,SCD41 CO2,12,460,2024-07-30T16:11:39.9341130
NDS011,7 in 1 Soil Sensor Potassium,12,514,2024-07-30T16:11:09.1521860
NDS011,7 in 1 Soil Sensor Phosphorus,12,518,2024-07-30T16:11:09.1489930
NDS011,7 in 1 Soil Sensor Nitrogen,12,204,2024-07-30T16:11:09.1448180
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:11:09.1367290
NDS011,7 in 1 Soil Sensor EC,12,1164,2024-07-30T16:11:09.1320820
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:11:09.1219330
NDS011,7 in 1 Soil Sensor Moisture,12,30.6,2024-07-30T16:11:09.1170840
NDS011,SCD41 Humidity,12,95.50622,2024-07-30T16:11:08.3072380
NDS011,SCD41 Temperature,12,28.770504,2024-07-30T16:11:08.2974210
NDS011,SCD41 CO2,12,458,2024-07-30T16:11:08.2928590
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T16:10:37.6224430
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T16:10:37.6124700
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:10:37.6075410
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:10:37.5987860
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T16:10:37.5938720
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:10:37.5886860
NDS011,7 in 1 Soil Sensor Moisture,12,28.1,2024-07-30T16:10:37.5797950
NDS011,SCD41 Humidity,12,95.29717,2024-07-30T16:10:36.8803570
NDS011,SCD41 Temperature,12,28.72511,2024-07-30T16:10:36.8756380
NDS011,SCD41 CO2,12,457,2024-07-30T16:10:36.8653560
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T16:10:06.1337140
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T16:10:06.1249990
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:10:06.1171260
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:10:06.1069430
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T16:10:06.0994590
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:10:06.0867810
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:10:06.0761280
NDS011,SCD41 Humidity,12,94.85924,2024-07-30T16:10:05.2873130
NDS011,SCD41 Temperature,12,28.695736,2024-07-30T16:10:05.2797150
NDS011,SCD41 CO2,12,456,2024-07-30T16:10:05.2232210
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T16:09:34.4452520
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T16:09:34.4405490
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:09:34.4313270
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:09:34.4250210
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T16:09:34.4150980
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:09:34.4096830
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-30T16:09:34.4000960
NDS011,SCD41 Humidity,12,94.985886,2024-07-30T16:09:33.6971540
NDS011,SCD41 Temperature,12,28.695736,2024-07-30T16:09:33.6926270
NDS011,SCD41 CO2,12,456,2024-07-30T16:09:33.6880000
NDS011,7 in 1 Soil Sensor Potassium,12,514,2024-07-30T16:09:02.8951000
NDS011,7 in 1 Soil Sensor Phosphorus,12,518,2024-07-30T16:09:02.8913160
NDS011,7 in 1 Soil Sensor Nitrogen,12,204,2024-07-30T16:09:02.8867940
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:09:02.8780170
NDS011,7 in 1 Soil Sensor EC,12,1164,2024-07-30T16:09:02.8738300
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:09:02.8688230
NDS011,7 in 1 Soil Sensor Moisture,12,29.9,2024-07-30T16:09:02.8600760
NDS011,SCD41 Humidity,12,94.85771,2024-07-30T16:09:02.0486480
NDS011,SCD41 Temperature,12,28.74113,2024-07-30T16:09:02.0393290
NDS011,SCD41 CO2,12,457,2024-07-30T16:09:02.0350650
NDS011,7 in 1 Soil Sensor Potassium,12,514,2024-07-30T16:08:31.2801240
NDS011,7 in 1 Soil Sensor Phosphorus,12,518,2024-07-30T16:08:31.2762380
NDS011,7 in 1 Soil Sensor Nitrogen,12,204,2024-07-30T16:08:31.2719830
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:08:31.2639590
NDS011,7 in 1 Soil Sensor EC,12,1164,2024-07-30T16:08:31.2593910
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:08:31.2547680
NDS011,7 in 1 Soil Sensor Moisture,12,30.9,2024-07-30T16:08:31.2462960
NDS011,SCD41 Humidity,12,95.10338,2024-07-30T16:08:30.5102060
NDS011,SCD41 Temperature,12,28.765163,2024-07-30T16:08:30.5008490
NDS011,SCD41 CO2,12,457,2024-07-30T16:08:30.4963230
NDS011,7 in 1 Soil Sensor Potassium,12,521,2024-07-30T16:07:59.7293050
NDS011,7 in 1 Soil Sensor Phosphorus,12,525,2024-07-30T16:07:59.7255350
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T16:07:59.7144380
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:07:59.7111580
NDS011,7 in 1 Soil Sensor EC,12,1178,2024-07-30T16:07:59.7072630
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:07:59.7028990
NDS011,7 in 1 Soil Sensor Moisture,12,29.1,2024-07-30T16:07:59.6940270
NDS011,SCD41 Humidity,12,95.175095,2024-07-30T16:07:58.9855650
NDS011,SCD41 Temperature,12,28.759823,2024-07-30T16:07:58.9808860
NDS011,SCD41 CO2,12,459,2024-07-30T16:07:58.9720870
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T16:07:28.1833350
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T16:07:28.1780420
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T16:07:28.1682810
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:07:28.1629690
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T16:07:28.1535820
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:07:28.1494820
NDS011,7 in 1 Soil Sensor Moisture,12,27.9,2024-07-30T16:07:28.1455260
NDS011,SCD41 Humidity,12,95.20714,2024-07-30T16:07:27.4324620
NDS011,SCD41 Temperature,12,28.789196,2024-07-30T16:07:27.4230980
NDS011,SCD41 CO2,12,460,2024-07-30T16:07:27.4192700
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T16:06:56.6369420
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T16:06:56.6282090
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:06:56.6245040
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:06:56.6203430
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T16:06:56.6119380
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:06:56.6078980
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:06:56.6039210
NDS011,SCD41 Humidity,12,95.35058,2024-07-30T16:06:55.9933380
NDS011,SCD41 Temperature,12,28.759823,2024-07-30T16:06:55.9843030
NDS011,SCD41 CO2,12,458,2024-07-30T16:06:55.9803340
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T16:06:25.3115480
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T16:06:25.3076110
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:06:25.2977600
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:06:25.2938150
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T16:06:25.2892470
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:06:25.2805300
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:06:25.2762380
NDS011,SCD41 Humidity,12,95.92432,2024-07-30T16:06:24.5678930
NDS011,SCD41 Temperature,12,28.749142,2024-07-30T16:06:24.5638300
NDS011,SCD41 CO2,12,453,2024-07-30T16:06:24.5594810
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T16:05:53.7625310
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T16:05:53.7587760
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T16:05:53.7541580
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:05:53.7462170
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T16:05:53.7418050
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:05:53.7326110
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-30T16:05:53.7276450
NDS011,SCD41 Humidity,12,95.432976,2024-07-30T16:05:53.0139950
NDS011,SCD41 Temperature,12,28.687725,2024-07-30T16:05:53.0109630
NDS011,SCD41 CO2,12,446,2024-07-30T16:05:53.0082330
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T16:05:22.2345260
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T16:05:22.2301390
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:05:22.2223780
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:05:22.2174640
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T16:05:22.2085490
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:05:22.2040310
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:05:22.1990630
NDS011,SCD41 Humidity,12,95.17967,2024-07-30T16:05:21.4856110
NDS011,SCD41 Temperature,12,28.631647,2024-07-30T16:05:21.4813930
NDS011,SCD41 CO2,12,446,2024-07-30T16:05:21.4727770
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T16:04:50.7042860
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T16:04:50.7004770
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:04:50.6930240
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:04:50.6881680
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T16:04:50.6831050
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:04:50.6738270
NDS011,7 in 1 Soil Sensor Moisture,12,27.7,2024-07-30T16:04:50.6455320
NDS011,SCD41 Humidity,12,95.08049,2024-07-30T16:04:49.9381580
NDS011,SCD41 Temperature,12,28.588923,2024-07-30T16:04:49.9334900
NDS011,SCD41 CO2,12,446,2024-07-30T16:04:49.9242850
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T16:04:19.0441820
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T16:04:19.0359530
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:04:19.0318690
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:04:19.0278910
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T16:04:19.0195320
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:04:19.0154530
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:04:19.0113190
NDS011,SCD41 Humidity,12,95.17204,2024-07-30T16:04:18.3888990
NDS011,SCD41 Temperature,12,28.538185,2024-07-30T16:04:18.3847700
NDS011,SCD41 CO2,12,446,2024-07-30T16:04:18.3765900
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T16:03:47.4030300
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T16:03:47.1552010
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T16:03:46.9168450
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:03:46.6829670
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T16:03:46.4531620
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:03:46.2239470
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:03:45.9941340
NDS011,SCD41 Humidity,12,94.92943,2024-07-30T16:03:45.0181280
NDS011,SCD41 Temperature,12,28.546196,2024-07-30T16:03:44.7821640
NDS011,SCD41 CO2,12,447,2024-07-30T16:03:44.5470760
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T16:03:13.5765060
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T16:03:13.4950060
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:03:13.3143220
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:03:13.1856450
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T16:03:13.0593680
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:03:12.9389510
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:03:12.8120770
NDS011,SCD41 Humidity,12,94.68833,2024-07-30T16:03:11.9108580
NDS011,SCD41 Temperature,12,28.599604,2024-07-30T16:03:11.6850820
NDS011,SCD41 CO2,12,447,2024-07-30T16:03:11.5033590
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T16:02:40.7319710
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T16:02:40.7272150
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:02:40.7166120
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:02:40.7128380
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T16:02:40.7085440
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:02:40.7009600
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:02:40.6970610
NDS011,SCD41 Humidity,12,94.61814,2024-07-30T16:02:39.7840960
NDS011,SCD41 Temperature,12,28.65034,2024-07-30T16:02:39.7763640
NDS011,SCD41 CO2,12,452,2024-07-30T16:02:39.7724880
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T16:02:08.9949910
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T16:02:08.9871390
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:02:08.9830510
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:02:08.9787910
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T16:02:08.9708780
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:02:08.9668140
NDS011,7 in 1 Soil Sensor Moisture,12,29.9,2024-07-30T16:02:08.9631980
NDS011,SCD41 Humidity,12,94.42588,2024-07-30T16:02:08.3450050
NDS011,SCD41 Temperature,12,28.626307,2024-07-30T16:02:08.3372660
NDS011,SCD41 CO2,12,455,2024-07-30T16:02:08.3321860
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T16:01:37.4547520
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T16:01:37.4504250
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:01:37.4431770
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:01:37.4390600
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T16:01:37.4343320
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:01:37.4270500
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:01:37.4231810
NDS011,SCD41 Humidity,12,94.54032,2024-07-30T16:01:36.8021670
NDS011,SCD41 Temperature,12,28.711758,2024-07-30T16:01:36.7945720
NDS011,SCD41 CO2,12,458,2024-07-30T16:01:36.7903930
NDS011,7 in 1 Soil Sensor Potassium,12,510,2024-07-30T16:01:06.0154630
NDS011,7 in 1 Soil Sensor Phosphorus,12,514,2024-07-30T16:01:06.0116960
NDS011,7 in 1 Soil Sensor Nitrogen,12,202,2024-07-30T16:01:06.0079210
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:01:06.0035660
NDS011,7 in 1 Soil Sensor EC,12,1155,2024-07-30T16:01:05.9962380
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:01:05.9924570
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:01:05.9878360
NDS011,SCD41 Humidity,12,95.14458,2024-07-30T16:01:05.2074110
NDS011,SCD41 Temperature,12,28.778515,2024-07-30T16:01:05.2041310
NDS011,SCD41 CO2,12,461,2024-07-30T16:01:05.1967280
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T16:00:34.2804160
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T16:00:34.2748660
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:00:34.2709670
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:00:34.2671040
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T16:00:34.2633080
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:00:34.2533290
NDS011,7 in 1 Soil Sensor Moisture,12,30.2,2024-07-30T16:00:34.2479620
NDS011,SCD41 Humidity,12,95.56725,2024-07-30T16:00:33.6191930
NDS011,SCD41 Temperature,12,28.786526,2024-07-30T16:00:33.6153610
NDS011,SCD41 CO2,12,457,2024-07-30T16:00:33.6106970
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T16:00:02.9489200
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T16:00:02.9423610
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T16:00:02.9317290
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T16:00:02.9264070
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T16:00:02.9180490
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T16:00:02.9110110
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T16:00:02.9013420
NDS011,SCD41 Humidity,12,94.94621,2024-07-30T16:00:02.1015770
NDS011,SCD41 Temperature,12,28.81323,2024-07-30T16:00:02.0963990
NDS011,SCD41 CO2,12,457,2024-07-30T16:00:02.0908760
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T15:59:31.4248390
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T15:59:31.4188700
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T15:59:31.4154140
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T15:59:31.4121130
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T15:59:31.4050650
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T15:59:31.3787760
NDS011,7 in 1 Soil Sensor Moisture,12,29.8,2024-07-30T15:59:31.3742510
NDS011,SCD41 Humidity,12,95.19951,2024-07-30T15:59:30.5153190
NDS011,SCD41 Temperature,12,28.805218,2024-07-30T15:59:30.5057430
NDS011,SCD41 CO2,12,457,2024-07-30T15:59:30.5008660
NDS011,7 in 1 Soil Sensor Potassium,12,514,2024-07-30T15:58:59.7806760
NDS011,7 in 1 Soil Sensor Phosphorus,12,518,2024-07-30T15:58:59.7763350
NDS011,7 in 1 Soil Sensor Nitrogen,12,204,2024-07-30T15:58:59.7646690
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T15:58:59.7600210
NDS011,7 in 1 Soil Sensor EC,12,1164,2024-07-30T15:58:59.7483380
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T15:58:59.7440810
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T15:58:59.7239090
NDS011,SCD41 Humidity,12,94.65934,2024-07-30T15:58:59.0044610
NDS011,SCD41 Temperature,12,28.765163,2024-07-30T15:58:58.9919350
NDS011,SCD41 CO2,12,456,2024-07-30T15:58:58.9881020
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T15:58:28.2421880
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T15:58:28.2382130
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T15:58:28.2261330
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T15:58:28.2217430
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T15:58:28.2097020
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T15:58:28.2057940
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T15:58:28.1935060
NDS011,SCD41 Humidity,12,94.94621,2024-07-30T15:58:27.4503360
NDS011,SCD41 Temperature,12,28.797207,2024-07-30T15:58:27.4458950
NDS011,SCD41 CO2,12,459,2024-07-30T15:58:27.4422480
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T15:57:56.6990760
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T15:57:56.6868660
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T15:57:56.6826350
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T15:57:56.6704760
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T15:57:56.6666430
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T15:57:56.6544400
NDS011,7 in 1 Soil Sensor Moisture,12,30.4,2024-07-30T15:57:56.6501570
NDS011,SCD41 Humidity,12,95.277336,2024-07-30T15:57:55.9246350
NDS011,SCD41 Temperature,12,28.799877,2024-07-30T15:57:55.9122200
NDS011,SCD41 CO2,12,460,2024-07-30T15:57:55.9083150
NDS011,7 in 1 Soil Sensor Potassium,12,514,2024-07-30T15:57:25.1813740
NDS011,7 in 1 Soil Sensor Phosphorus,12,518,2024-07-30T15:57:25.1695840
NDS011,7 in 1 Soil Sensor Nitrogen,12,204,2024-07-30T15:57:25.1470480
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T15:57:25.1428910
NDS011,7 in 1 Soil Sensor EC,12,1164,2024-07-30T15:57:25.1285420
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T15:57:25.1173880
NDS011,7 in 1 Soil Sensor Moisture,12,29.9,2024-07-30T15:57:25.1140600
NDS011,SCD41 Humidity,12,95.57946,2024-07-30T15:57:24.2063730
NDS011,SCD41 Temperature,12,28.802547,2024-07-30T15:57:24.1949300
NDS011,SCD41 CO2,12,455,2024-07-30T15:57:24.1906020
NDS011,7 in 1 Soil Sensor Potassium,12,524,2024-07-30T15:56:53.5239750
NDS011,7 in 1 Soil Sensor Phosphorus,12,528,2024-07-30T15:56:53.5196900
NDS011,7 in 1 Soil Sensor Nitrogen,12,208,2024-07-30T15:56:53.5072700
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T15:56:53.5023350
NDS011,7 in 1 Soil Sensor EC,12,1184,2024-07-30T15:56:53.4900940
NDS011,7 in 1 Soil Sensor Temperature,12,29.8,2024-07-30T15:56:53.4852690
NDS011,7 in 1 Soil Sensor Moisture,12,28.1,2024-07-30T15:56:53.4726530
NDS011,SCD41 Humidity,12,95.11864,2024-07-30T15:56:52.6545720
NDS011,SCD41 Temperature,12,28.73846,2024-07-30T15:56:52.6424390
NDS011,SCD41 CO2,12,449,2024-07-30T15:56:52.6385270
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T15:56:21.9722520
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T15:56:21.9600570
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T15:56:21.9558500
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T15:56:21.9436150
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T15:56:21.9397500
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T15:56:21.9279170
NDS011,7 in 1 Soil Sensor Moisture,12,27.7,2024-07-30T15:56:21.9236340
NDS011,SCD41 Humidity,12,94.95842,2024-07-30T15:56:21.1254590
NDS011,SCD41 Temperature,12,28.698406,2024-07-30T15:56:21.1132120
NDS011,SCD41 CO2,12,449,2024-07-30T15:56:21.1088070
NDS011,7 in 1 Soil Sensor Potassium,12,514,2024-07-30T15:55:50.3332910
NDS011,7 in 1 Soil Sensor Phosphorus,12,518,2024-07-30T15:55:50.3286220
NDS011,7 in 1 Soil Sensor Nitrogen,12,204,2024-07-30T15:55:50.3173240
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T15:55:50.3130500
NDS011,7 in 1 Soil Sensor EC,12,1164,2024-07-30T15:55:50.3018550
NDS011,7 in 1 Soil Sensor Temperature,12,29.7,2024-07-30T15:55:50.2971330
